attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,game_duration,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,weekday,year,month,day,period,field_type,start_time_weather
40987,Baltimore Orioles,1,14,9,https://www.baseball-reference.com/boxes/ANA/ANA201605200.shtml,03:20:00,Los Angeles Angels of Anaheim,1,7,4,7:08 p.m.,Angel Stadium of Anaheim,Friday, 2016,May,20,Night Game, on grass,"5&deg; F, Wind 5mph out to Leftfield, Cloudy."
43683,Colorado Rockies,0,9,7,https://www.baseball-reference.com/boxes/SLN/SLN201605190.shtml,03:16:00,St. Louis Cardinals,0,12,13,6:16 p.m.,Busch Stadium III,Thursday, 2016,May,19,Night Game, on grass,"9&deg; F, Wind 6mph from Right to Left, Overcast."
41280,Baltimore Orioles,1,5,2,https://www.baseball-reference.com/boxes/ANA/ANA201605220.shtml,02:33:00,Los Angeles Angels of Anaheim,0,13,10,12:39 p.m.,Angel Stadium of Anaheim,Sunday, 2016,May,22,Day Game, on grass,"1&deg; F, Wind 7mph out to Centerfield, Cloudy."
26176,St. Louis Cardinals,0,6,1,https://www.baseball-reference.com/boxes/WAS/WAS201605260.shtml,02:27:00,Washington Nationals,1,7,2,7:05 p.m.,Nationals Park,Thursday, 2016,May,26,Night Game, on grass,"3&deg; F, Wind 4mph out to Leftfield, Cloudy."
11399,Miami Marlins,0,15,9,https://www.baseball-reference.com/boxes/TBA/TBA201605260.shtml,02:51:00,Tampa Bay Rays,1,7,1,1:10 p.m.,Tropicana Field,Thursday, 2016,May,26,Day Game, on turf,"2&deg; F, Wind 0mph, In Dome."
30861,Arizona Diamondbacks,1,13,3,https://www.baseball-reference.com/boxes/PIT/PIT201605260.shtml,03:40:00,Pittsburgh Pirates,1,12,8,12:39 p.m.,PNC Park,Thursday, 2016,May,26,Day Game, on grass,"8&deg; F, Wind 10mph in from Rightfield, Cloudy."
38391,Toronto Blue Jays,0,6,3,https://www.baseball-reference.com/boxes/NYA/NYA201605260.shtml,02:34:00,New York Yankees,1,4,1,4:07 p.m.,Yankee Stadium III,Thursday, 2016,May,26,Day Game, on grass,"5&deg; F, Wind 10mph from Right to Left, Sunny."
23826,Baltimore Orioles,1,5,2,https://www.baseball-reference.com/boxes/HOU/HOU201605260.shtml,03:03:00,Houston Astros,1,6,4,7:10 p.m.,Minute Maid Park,Thursday, 2016,May,26,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
36162,Colorado Rockies,0,12,8,https://www.baseball-reference.com/boxes/BOS/BOS201605260.shtml,02:51:00,Boston Red Sox,1,6,2,7:12 p.m.,Fenway Park,Thursday, 2016,May,26,Night Game, on grass,"3&deg; F, Wind 12mph from Right to Left."
14885,Milwaukee Brewers,0,10,6,https://www.baseball-reference.com/boxes/ATL/ATL201605260.shtml,03:05:00,Atlanta Braves,0,8,2,7:10 p.m.,Turner Field,Thursday, 2016,May,26,Night Game, on grass,"5&deg; F, Wind 6mph out to Leftfield, Cloudy."
38700,New York Mets,0,5,2,https://www.baseball-reference.com/boxes/WAS/WAS201605250.shtml,02:38:00,Washington Nationals,2,6,0,1:05 p.m.,Nationals Park,Wednesday, 2016,May,25,Day Game, on grass,"3&deg; F, Wind 7mph from Left to Right."
32480,Los Angeles Angels of Anaheim,2,14,9,https://www.baseball-reference.com/boxes/TEX/TEX201605250.shtml,03:34:00,Texas Rangers,0,18,15,1:08 p.m.,Globe Life Park in Arlington,Wednesday, 2016,May,25,Day Game, on grass,"3&deg; F, Wind 15mph from Right to Left."
13554,Miami Marlins,0,13,4,https://www.baseball-reference.com/boxes/TBA/TBA201605250.shtml,03:22:00,Tampa Bay Rays,2,9,3,7:10 p.m.,Tropicana Field,Wednesday, 2016,May,25,Night Game, on turf,"2&deg; F, Wind 0mph, In Dome."
45565,Chicago Cubs,1,10,9,https://www.baseball-reference.com/boxes/SLN/SLN201605250.shtml,03:38:00,St. Louis Cardinals,1,13,8,12:47 p.m.,Busch Stadium III,Wednesday, 2016,May,25,Day Game, on grass,"4&deg; F, Wind 9mph from Right to Left, Cloudy."
41363,San Diego Padres,1,9,3,https://www.baseball-reference.com/boxes/SFN/SFN201605250.shtml,03:22:00,San Francisco Giants,0,10,4,12:45 p.m.,AT&T Park,Wednesday, 2016,May,25,Day Game, on grass,"0&deg; F, Wind 8mph from Right to Left, Overcast."
36538,Houston Astros,2,14,8,https://www.baseball-reference.com/boxes/ANA/ANA201605290.shtml,04:57:00,Los Angeles Angels of Anaheim,1,12,6,12:37 p.m.,Angel Stadium of Anaheim,Sunday, 2016,May,29,Day Game, on grass,"9&deg; F, Wind 5mph out to Centerfield."
21764,Arizona Diamondbacks,1,7,3,https://www.baseball-reference.com/boxes/HOU/HOU201606020.shtml,02:36:00,Houston Astros,0,5,0,1:11 p.m.,Minute Maid Park,Thursday, 2016,June,2,Day Game, on grass,"3&deg; F, Wind 0mph, In Dome."
28213,New York Yankees,1,8,5,https://www.baseball-reference.com/boxes/DET/DET201606020.shtml,02:56:00,Detroit Tigers,0,11,4,7:40 p.m.,Comerica Park,Thursday, 2016,June,2,Night Game, on grass,"0&deg; F, Wind 3mph from Right to Left, Cloudy."
28080,Cincinnati Reds,0,14,11,https://www.baseball-reference.com/boxes/COL/COL201606020.shtml,02:44:00,Colorado Rockies,1,5,4,6:40 p.m.,Coors Field,Thursday, 2016,June,2,Night Game, on grass,"1&deg; F, Wind 5mph out to Leftfield, Cloudy."
11131,Kansas City Royals,3,12,4,https://www.baseball-reference.com/boxes/CLE/CLE201606020.shtml,02:54:00,Cleveland Indians,1,11,5,7:10 p.m.,Progressive Field,Thursday, 2016,June,2,Night Game, on grass,"3&deg; F, Wind 4mph in from Rightfield, Cloudy."
37422,Los Angeles Dodgers,1,3,2,https://www.baseball-reference.com/boxes/CHN/CHN201606020.shtml,02:25:00,Chicago Cubs,0,10,7,1:20 p.m.,Wrigley Field,Thursday, 2016,June,2,Day Game, on grass,"8&deg; F, Wind 9mph out to Rightfield, Sunny."
21534,Boston Red Sox,0,12,7,https://www.baseball-reference.com/boxes/BAL/BAL201606020.shtml,02:57:00,Baltimore Orioles,1,11,12,7:07 p.m.,Oriole Park at Camden Yards,Thursday, 2016,June,2,Night Game, on grass,"5&deg; F, Wind 3mph from Left to Right, Cloudy."
15983,San Francisco Giants,1,8,6,https://www.baseball-reference.com/boxes/ATL/ATL201606020.shtml,02:49:00,Atlanta Braves,1,4,0,12:10 p.m.,Turner Field,Thursday, 2016,June,2,Day Game, on grass,"1&deg; F, Wind 3mph out to Leftfield, Cloudy."
39512,New York Yankees,2,7,0,https://www.baseball-reference.com/boxes/TOR/TOR201606010.shtml,02:57:00,Toronto Blue Jays,1,12,7,7:07 p.m.,Rogers Centre,Wednesday, 2016,June,1,Night Game, on turf,"2&deg; F, Wind 14mph from Right to Left, Sunny."
20557,Seattle Mariners,2,14,6,https://www.baseball-reference.com/boxes/SDN/SDN201606010.shtml,03:20:00,San Diego Padres,1,19,14,7:11 p.m.,Petco Park,Wednesday, 2016,June,1,Night Game, on grass,"7&deg; F, Wind 7mph from Left to Right."
19052,Washington Nationals,0,12,7,https://www.baseball-reference.com/boxes/PHI/PHI201606010.shtml,02:45:00,Philadelphia Phillies,1,6,2,7:08 p.m.,Citizens Bank Park,Wednesday, 2016,June,1,Night Game, on grass,"8&deg; F, Wind 8mph out to Centerfield."
11345,Minnesota Twins,0,6,1,https://www.baseball-reference.com/boxes/OAK/OAK201606010.shtml,02:33:00,Oakland Athletics,0,11,5,12:37 p.m.,Oakland-Alameda County Coliseum,Wednesday, 2016,June,1,Day Game, on grass,"9&deg; F, Wind 10mph out to Leftfield, Sunny."
34160,Chicago White Sox,0,7,2,https://www.baseball-reference.com/boxes/NYN/NYN201606010.shtml,04:41:00,New York Mets,0,7,1,1:10 p.m.,Citi Field,Wednesday, 2016,June,1,Day Game, on grass,"9&deg; F, Wind 13mph in from Centerfield, Cloudy."
45453,San Francisco Giants,0,6,4,https://www.baseball-reference.com/boxes/SLN/SLN201606040.shtml,02:39:00,St. Louis Cardinals,1,12,7,6:15 p.m.,Busch Stadium III,Saturday, 2016,June,4,Night Game, on grass,"8&deg; F, Wind 4mph out to Rightfield, Cloudy."
41448,Baltimore Orioles,0,11,6,https://www.baseball-reference.com/boxes/TOR/TOR201606090.shtml,03:12:00,Toronto Blue Jays,0,8,5,7:08 p.m.,Rogers Centre,Thursday, 2016,June,9,Night Game, on turf,"8&deg; F, Wind 17mph in from Centerfield."
30145,Houston Astros,0,7,3,https://www.baseball-reference.com/boxes/TEX/TEX201606090.shtml,02:51:00,Texas Rangers,1,8,5,1:07 p.m.,Globe Life Park in Arlington,Thursday, 2016,June,9,Day Game, on grass,"7&deg; F, Wind 9mph from Right to Left, Cloudy."
19901,Cleveland Indians,0,7,5,https://www.baseball-reference.com/boxes/SEA/SEA201606090.shtml,03:39:00,Seattle Mariners,1,13,3,7:10 p.m.,Safeco Field,Thursday, 2016,June,9,Night Game, on grass,"5&deg; F, Wind 0mph, Cloudy."
34971,Los Angeles Angels of Anaheim,0,8,3,https://www.baseball-reference.com/boxes/NYA/NYA201606090.shtml,02:58:00,New York Yankees,1,11,6,7:10 p.m.,Yankee Stadium III,Thursday, 2016,June,9,Night Game, on grass,"9&deg; F, Wind 16mph out to Centerfield, Sunny."
18792,Miami Marlins,0,18,10,https://www.baseball-reference.com/boxes/MIN/MIN201606090.shtml,03:04:00,Minnesota Twins,2,7,3,7:10 p.m.,Target Field,Thursday, 2016,June,9,Night Game, on grass,"1&deg; F, Wind 15mph in from Rightfield, Cloudy."
22980,New York Mets,1,13,5,https://www.baseball-reference.com/boxes/MIL/MIL201606090.shtml,03:04:00,Milwaukee Brewers,0,10,2,7:10 p.m.,Miller Park,Thursday, 2016,June,9,Night Game, on grass,"2&deg; F, Wind 5mph from Right to Left, Cloudy."
24678,Pittsburgh Pirates,0,7,5,https://www.baseball-reference.com/boxes/COL/COL201606090.shtml,02:53:00,Colorado Rockies,3,14,11,3:10 p.m.,Coors Field,Thursday, 2016,June,9,Day Game, on grass,"9&deg; F, Wind 3mph out to Rightfield, Sunny."
24516,St. Louis Cardinals,0,8,3,https://www.baseball-reference.com/boxes/CIN/CIN201606090.shtml,02:56:00,Cincinnati Reds,0,4,2,7:10 p.m.,Great American Ball Park,Thursday, 2016,June,9,Night Game, on grass,"9&deg; F, Wind 1mph in unknown direction, Sunny."
20014,Washington Nationals,0,5,1,https://www.baseball-reference.com/boxes/CHA/CHA201606090.shtml,02:21:00,Chicago White Sox,0,5,3,7:11 p.m.,U.S. Cellular Field,Thursday, 2016,June,9,Night Game, on grass,"1&deg; F, Wind 6mph from Left to Right, Cloudy."
37696,Houston Astros,1,7,3,https://www.baseball-reference.com/boxes/TEX/TEX201606080.shtml,02:49:00,Texas Rangers,1,10,1,7:07 p.m.,Globe Life Park in Arlington,Wednesday, 2016,June,8,Night Game, on grass,"9&deg; F, Wind 11mph from Right to Left, Cloudy."
41635,Boston Red Sox,0,5,1,https://www.baseball-reference.com/boxes/SFN/SFN201606080.shtml,02:45:00,San Francisco Giants,1,3,2,7:15 p.m.,AT&T Park,Wednesday, 2016,June,8,Night Game, on grass,"0&deg; F, Wind 15mph out to Centerfield."
15337,Cleveland Indians,0,3,0,https://www.baseball-reference.com/boxes/SEA/SEA201606080.shtml,02:41:00,Seattle Mariners,0,7,5,7:10 p.m.,Safeco Field,Wednesday, 2016,June,8,Night Game, on grass,"7&deg; F, Wind 3mph in from Centerfield, Cloudy."
31625,Chicago Cubs,4,16,13,https://www.baseball-reference.com/boxes/ATL/ATL201606120.shtml,03:42:00,Atlanta Braves,1,7,2,1:36 p.m.,Turner Field,Sunday, 2016,June,12,Day Game, on grass,"0&deg; F, Wind 12mph from Left to Right, Cloudy."
33568,Detroit Tigers,0,13,10,https://www.baseball-reference.com/boxes/KCA/KCA201606160.shtml,03:15:00,Kansas City Royals,0,10,4,7:14 p.m.,Kauffman Stadium,Thursday, 2016,June,16,Night Game, on grass,"3&deg; F, Wind 5mph from Right to Left, Sunny."
36757,Baltimore Orioles,0,11,5,https://www.baseball-reference.com/boxes/BOS/BOS201606160.shtml,02:53:00,Boston Red Sox,0,4,1,7:11 p.m.,Fenway Park,Thursday, 2016,June,16,Night Game, on grass,"1&deg; F, Wind 9mph out to Leftfield, Sunny."
21885,Cincinnati Reds,1,8,2,https://www.baseball-reference.com/boxes/ATL/ATL201606160.shtml,02:56:00,Atlanta Braves,0,9,7,12:10 p.m.,Turner Field,Thursday, 2016,June,16,Day Game, on grass,"4&deg; F, Wind 12mph from Left to Right, Sunny."
42000,Chicago Cubs,0,11,4,https://www.baseball-reference.com/boxes/WAS/WAS201606150.shtml,04:17:00,Washington Nationals,0,9,5,4:06 p.m.,Nationals Park,Wednesday, 2016,June,15,Day Game, on grass,"0&deg; F, Wind 8mph out to Rightfield, Cloudy."
12239,Seattle Mariners,2,8,2,https://www.baseball-reference.com/boxes/TBA/TBA201606150.shtml,04:38:00,Tampa Bay Rays,0,8,3,7:10 p.m.,Tropicana Field,Wednesday, 2016,June,15,Night Game, on turf,"2&deg; F, Wind 0mph, In Dome."
42008,Houston Astros,0,9,4,https://www.baseball-reference.com/boxes/SLN/SLN201606150.shtml,02:56:00,St. Louis Cardinals,0,8,1,6:17 p.m.,Busch Stadium III,Wednesday, 2016,June,15,Night Game, on grass,"5&deg; F, Wind 10mph out to Rightfield, Cloudy."
41811,Milwaukee Brewers,4,8,1,https://www.baseball-reference.com/boxes/SFN/SFN201606150.shtml,02:56:00,San Francisco Giants,0,16,10,12:46 p.m.,AT&T Park,Wednesday, 2016,June,15,Day Game, on grass,"1&deg; F, Wind 20mph from Right to Left."
20037,Miami Marlins,0,9,3,https://www.baseball-reference.com/boxes/SDN/SDN201606150.shtml,02:58:00,San Diego Padres,0,13,6,12:40 p.m.,Petco Park,Wednesday, 2016,June,15,Day Game, on grass,"0&deg; F, Wind 11mph from Left to Right, Sunny."
24753,Toronto Blue Jays,0,9,7,https://www.baseball-reference.com/boxes/PHI/PHI201606150.shtml,02:51:00,Philadelphia Phillies,0,6,2,7:08 p.m.,Citizens Bank Park,Wednesday, 2016,June,15,Night Game, on grass,"5&deg; F, Wind 7mph out to Centerfield."
10115,Texas Rangers,2,10,7,https://www.baseball-reference.com/boxes/OAK/OAK201606150.shtml,03:08:00,Oakland Athletics,0,7,5,7:07 p.m.,Oakland-Alameda County Coliseum,Wednesday, 2016,June,15,Night Game, on grass,"3&deg; F, Wind 20mph out to Rightfield, Cloudy."
32117,Pittsburgh Pirates,0,5,2,https://www.baseball-reference.com/boxes/NYN/NYN201606150.shtml,03:06:00,New York Mets,1,19,11,7:11 p.m.,Citi Field,Wednesday, 2016,June,15,Night Game, on grass,"8&deg; F, Wind 13mph out to Leftfield, Cloudy."
33546,Cleveland Indians,3,5,4,https://www.baseball-reference.com/boxes/KCA/KCA201606150.shtml,02:47:00,Kansas City Royals,2,10,9,7:15 p.m.,Kauffman Stadium,Wednesday, 2016,June,15,Night Game, on grass,"7&deg; F, Wind 4mph from Right to Left, Sunny."
25078,Los Angeles Angels of Anaheim,0,13,7,https://www.baseball-reference.com/boxes/OAK/OAK201606180.shtml,03:05:00,Oakland Athletics,2,5,1,1:08 p.m.,Oakland-Alameda County Coliseum,Saturday, 2016,June,18,Day Game, on grass,"1&deg; F, Wind 9mph out to Leftfield, Sunny."
40104,Colorado Rockies,1,9,8,https://www.baseball-reference.com/boxes/NYA/NYA201606220.shtml,03:25:00,New York Yankees,1,10,9,1:09 p.m.,Yankee Stadium III,Wednesday, 2016,June,22,Day Game, on grass,"5&deg; F, Wind 15mph out to Rightfield, Sunny."
25032,Philadelphia Phillies,1,9,5,https://www.baseball-reference.com/boxes/MIN/MIN201606220.shtml,02:48:00,Minnesota Twins,1,13,6,8:20 p.m.,Target Field,Wednesday, 2016,June,22,Night Game, on grass,"7&deg; F, Wind 11mph out to Leftfield, Cloudy."
22642,Atlanta Braves,0,6,0,https://www.baseball-reference.com/boxes/MIA/MIA201606220.shtml,02:27:00,Miami Marlins,0,9,3,12:13 p.m.,Marlins Park,Wednesday, 2016,June,22,Day Game, on grass,"5&deg; F, Wind 0mph, In Dome."
43776,Washington Nationals,1,11,3,https://www.baseball-reference.com/boxes/LAN/LAN201606220.shtml,03:35:00,Los Angeles Dodgers,0,9,4,7:10 p.m.,Dodger Stadium,Wednesday, 2016,June,22,Night Game, on grass,"5&deg; F, Wind 6mph out to Rightfield, Sunny."
29649,Los Angeles Angels of Anaheim,0,10,2,https://www.baseball-reference.com/boxes/HOU/HOU201606220.shtml,03:09:00,Houston Astros,0,8,3,1:11 p.m.,Minute Maid Park,Wednesday, 2016,June,22,Day Game, on grass,"3&deg; F, Wind 0mph, In Dome."
31497,Seattle Mariners,0,3,1,https://www.baseball-reference.com/boxes/DET/DET201606220.shtml,02:39:00,Detroit Tigers,0,12,5,7:10 p.m.,Comerica Park,Wednesday, 2016,June,22,Night Game, on grass,"1&deg; F, Wind 9mph from Left to Right."
21216,Tampa Bay Rays,0,3,1,https://www.baseball-reference.com/boxes/CLE/CLE201606220.shtml,02:30:00,Cleveland Indians,1,9,6,7:10 p.m.,Progressive Field,Wednesday, 2016,June,22,Night Game, on grass,"5&deg; F, Wind 10mph in from Leftfield, Sunny."
41058,St. Louis Cardinals,0,9,7,https://www.baseball-reference.com/boxes/CHN/CHN201606220.shtml,03:02:00,Chicago Cubs,1,3,2,1:22 p.m.,Wrigley Field,Wednesday, 2016,June,22,Day Game, on grass,"3&deg; F, Wind 7mph out to Rightfield, Cloudy."
37413,Chicago White Sox,0,10,8,https://www.baseball-reference.com/boxes/BOS/BOS201606220.shtml,03:38:00,Boston Red Sox,1,13,6,7:12 p.m.,Fenway Park,Wednesday, 2016,June,22,Night Game, on grass,"5&deg; F, Wind 10mph from Left to Right, Cloudy."
23785,San Diego Padres,1,5,2,https://www.baseball-reference.com/boxes/BAL/BAL201606220.shtml,02:43:00,Baltimore Orioles,0,11,7,7:08 p.m.,Oriole Park at Camden Yards,Wednesday, 2016,June,22,Night Game, on grass,"3&deg; F, Wind 9mph out to Centerfield, Cloudy."
41838,Arizona Diamondbacks,0,3,4,https://www.baseball-reference.com/boxes/TOR/TOR201606210.shtml,02:42:00,Toronto Blue Jays,0,9,2,7:07 p.m.,Rogers Centre,Tuesday, 2016,June,21,Night Game, on turf,"7&deg; F, Wind 17mph from Left to Right, Sunny."
32291,Cincinnati Reds,0,11,8,https://www.baseball-reference.com/boxes/TEX/TEX201606210.shtml,02:29:00,Texas Rangers,0,6,2,7:10 p.m.,Globe Life Park in Arlington,Tuesday, 2016,June,21,Night Game, on grass,"3&deg; F, Wind 7mph from Right to Left, Cloudy."
33040,Tampa Bay Rays,1,14,6,https://www.baseball-reference.com/boxes/BAL/BAL201606252.shtml,03:15:00,Baltimore Orioles,0,14,8,7:07 p.m.,Oriole Park at Camden Yards,Saturday, 2016,June,25,Night Game, on grass,"3&deg; F, Wind 6mph in from Rightfield, Sunny."
44840,Kansas City Royals,0,14,3,https://www.baseball-reference.com/boxes/SLN/SLN201606290.shtml,04:28:00,St. Louis Cardinals,3,10,2,7:15 p.m.,Busch Stadium III,Wednesday, 2016,June,29,Night Game, on grass,"8&deg; F, Wind 9mph in from Rightfield, Cloudy."
25477,Pittsburgh Pirates,0,11,8,https://www.baseball-reference.com/boxes/SEA/SEA201606290.shtml,02:47:00,Seattle Mariners,3,6,1,7:10 p.m.,Safeco Field,Wednesday, 2016,June,29,Night Game, on grass,"3&deg; F, Wind 4mph from Left to Right, Sunny."
25221,Baltimore Orioles,0,12,12,https://www.baseball-reference.com/boxes/SDN/SDN201606290.shtml,03:07:00,San Diego Padres,1,8,6,12:41 p.m.,Petco Park,Wednesday, 2016,June,29,Day Game, on grass,"5&deg; F, Wind 9mph from Left to Right, Sunny."
32810,San Francisco Giants,2,8,1,https://www.baseball-reference.com/boxes/OAK/OAK201606290.shtml,02:44:00,Oakland Athletics,0,7,7,7:07 p.m.,Oakland-Alameda County Coliseum,Wednesday, 2016,June,29,Night Game, on grass,"9&deg; F, Wind 18mph out to Rightfield, Overcast."
39875,Texas Rangers,1,9,7,https://www.baseball-reference.com/boxes/NYA/NYA201606290.shtml,03:19:00,New York Yankees,2,10,9,7:09 p.m.,Yankee Stadium III,Wednesday, 2016,June,29,Night Game, on grass,"1&deg; F, Wind 7mph from Left to Right, Cloudy."
26566,Los Angeles Dodgers,1,2,0,https://www.baseball-reference.com/boxes/MIL/MIL201606290.shtml,02:30:00,Milwaukee Brewers,0,12,7,7:10 p.m.,Miller Park,Wednesday, 2016,June,29,Night Game, on grass,"7&deg; F, Wind 12mph in from Centerfield, Sunny."
31760,Miami Marlins,0,14,3,https://www.baseball-reference.com/boxes/DET/DET201606290.shtml,03:13:00,Detroit Tigers,0,15,10,1:10 p.m.,Comerica Park,Wednesday, 2016,June,29,Day Game, on grass,"3&deg; F, Wind 9mph in from Leftfield, Sunny."
38412,Toronto Blue Jays,0,11,5,https://www.baseball-reference.com/boxes/COL/COL201606290.shtml,03:17:00,Colorado Rockies,1,9,3,1:11 p.m.,Coors Field,Wednesday, 2016,June,29,Day Game, on grass,"7&deg; F, Wind 2mph out to Centerfield, Cloudy."
37188,Chicago Cubs,0,12,9,https://www.baseball-reference.com/boxes/CIN/CIN201606290.shtml,03:14:00,Cincinnati Reds,0,9,2,12:37 p.m.,Great American Ball Park,Wednesday, 2016,June,29,Day Game, on grass,"1&deg; F, Wind 3mph in from Leftfield."
18571,Minnesota Twins,1,11,6,https://www.baseball-reference.com/boxes/CHA/CHA201606290.shtml,03:03:00,Chicago White Sox,1,13,9,7:10 p.m.,U.S. Cellular Field,Wednesday, 2016,June,29,Night Game, on grass,"6&deg; F, Wind 7mph from Left to Right, Cloudy."
16600,Cleveland Indians,0,8,3,https://www.baseball-reference.com/boxes/ATL/ATL201606290.shtml,02:51:00,Atlanta Braves,1,7,0,7:11 p.m.,Turner Field,Wednesday, 2016,June,29,Night Game, on grass,"8&deg; F, Wind 9mph from Left to Right, Cloudy."
18603,Philadelphia Phillies,2,17,9,https://www.baseball-reference.com/boxes/ARI/ARI201606290.shtml,03:53:00,Arizona Diamondbacks,1,15,8,12:41 p.m.,Chase Field,Wednesday, 2016,June,29,Day Game, on grass,"8&deg; F, Wind 0mph, In Dome."
46608,Colorado Rockies,1,5,1,https://www.baseball-reference.com/boxes/LAN/LAN201607020.shtml,03:11:00,Los Angeles Dodgers,0,10,6,7:11 p.m.,Dodger Stadium,Saturday, 2016,July,2,Night Game, on grass,"2&deg; F, Wind 8mph out to Rightfield, Sunny."
27657,Oakland Athletics,0,2,0,https://www.baseball-reference.com/boxes/MIN/MIN201607060.shtml,02:44:00,Minnesota Twins,1,10,4,12:10 p.m.,Target Field,Wednesday, 2016,July,6,Day Game, on grass,"0&deg; F, Wind 9mph from Left to Right, Cloudy."
40899,Baltimore Orioles,0,13,6,https://www.baseball-reference.com/boxes/LAN/LAN201607060.shtml,05:26:00,Los Angeles Dodgers,0,16,4,12:10 p.m.,Dodger Stadium,Wednesday, 2016,July,6,Day Game, on grass,"7&deg; F, Wind 4mph from Left to Right, Sunny."
25709,Seattle Mariners,3,10,8,https://www.baseball-reference.com/boxes/HOU/HOU201607060.shtml,03:32:00,Houston Astros,0,12,9,7:11 p.m.,Minute Maid Park,Wednesday, 2016,July,6,Night Game, on grass,"3&deg; F, Wind 0mph, In Dome."
24098,Detroit Tigers,1,12,12,https://www.baseball-reference.com/boxes/CLE/CLE201607060.shtml,03:13:00,Cleveland Indians,1,7,2,12:11 p.m.,Progressive Field,Wednesday, 2016,July,6,Day Game, on grass,"4&deg; F, Wind 14mph out to Rightfield."
